TRAM;DIA;INTA;INTAP;INTD;INTDP;INTT;INTTP;TIPUSV;TIPUSE;PKE;PKECOOR;PKINI;REFINI;PKINICOOR;PKFI;REFFI;PKFICOOR
32010;18/05/2025;8.819;177;9.452;154;18.271;331;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;18/06/2025;16.252;1.467;17.047;1.487;33.299;2.954;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;19/01/2025;7.435;125;7.736;133;15.171;258;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;19/02/2025;14.976;1.368;17.717;1.449;32.693;2.817;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;19/03/2025;6.661;261;6.954;212;13.615;473;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;19/04/2025;9.291;325;10.041;346;19.332;671;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;19/05/2025;15.503;1.431;17.593;1.412;33.096;2.843;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;19/06/2025;16.403;1.427;17.223;1.349;33.626;2.776;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;20/01/2025;14.951;1.466;17.411;1.451;32.362;2.917;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;20/02/2025;15.111;1.397;17.567;1.476;32.678;2.873;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;20/03/2025;14.412;1.385;16.476;1.375;30.888;2.760;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;20/04/2025;7.071;135;7.625;126;14.696;261;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;20/06/2025;18.281;2.027;18.592;1.526;36.873;3.553;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;21/01/2025;15.014;1.437;17.373;1.451;32.387;2.888;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;21/02/2025;15.762;1.444;18.227;1.466;33.989;2.910;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;21/03/2025;15.531;1.357;17.958;1.349;33.489;2.706;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;21/04/2025;8.446;389;8.681;343;17.127;732;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;21/06/2025;12.004;372;12.897;375;24.901;747;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;22/01/2025;13.895;1.224;15.427;1.175;29.322;2.399;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;22/02/2025;10.840;333;11.789;341;22.629;674;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;22/03/2025;10.990;339;11.905;333;22.895;672;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;22/04/2025;14.814;1.465;16.989;1.472;31.803;2.937;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;22/05/2025;16.046;1.477;16.331;1.434;32.377;2.911;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;22/06/2025;9.727;163;10.173;189;19.900;352;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;23/01/2025;14.826;1.411;17.031;1.411;31.857;2.822;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;23/02/2025;7.306;196;7.953;196;15.259;392;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;23/03/2025;7.249;152;7.668;151;14.917;303;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;23/04/2025;14.907;1.386;16.927;1.389;31.834;2.775;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;23/05/2025;16.786;1.526;17.786;1.529;34.572;3.055;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;23/06/2025;15.628;1.397;17.686;1.348;33.314;2.745;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;24/01/2025;15.761;1.381;18.268;1.413;34.029;2.794;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;24/02/2025;14.660;1.456;17.229;1.508;31.889;2.964;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;24/03/2025;15.313;1.457;17.471;1.402;32.784;2.859;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;24/04/2025;15.231;1.445;17.538;1.402;32.769;2.847;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;24/05/2025;12.024;354;13.204;398;25.228;752;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;24/06/2025;14.614;1.069;14.081;1.059;28.695;2.128;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;25/01/2025;11.127;372;12.178;364;23.305;736;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;25/02/2025;14.966;1.433;17.808;1.556;32.774;2.989;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;25/03/2025;14.987;1.391;17.423;1.428;32.410;2.819;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;25/04/2025;15.317;1.414;17.769;1.382;33.086;2.796;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;25/05/2025;8.916;174;8.985;157;17.901;331;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;25/06/2025;16.508;1.477;19.022;1.629;35.530;3.106;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;26/01/2025;7.422;139;7.799;143;15.221;282;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;26/02/2025;15.429;1.435;18.280;1.465;33.709;2.900;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;26/03/2025;15.246;1.384;17.239;1.336;32.485;2.720;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;26/04/2025;10.907;386;12.094;370;23.001;756;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;26/05/2025;14.393;1.329;16.333;1.468;30.726;2.797;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;26/06/2025;16.629;1.522;19.125;1.574;35.754;3.096;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;27/01/2025;14.761;1.364;17.050;1.354;31.811;2.718;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;27/02/2025;15.478;1.399;17.811;1.417;33.289;2.816;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;27/03/2025;15.547;1.381;17.479;1.420;33.026;2.801;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;27/04/2025;7.899;155;7.815;142;15.714;297;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;27/05/2025;14.331;1.442;16.263;1.423;30.594;2.865;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;27/06/2025;18.064;1.679;19.410;1.541;37.474;3.220;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;28/01/2025;14.652;1.382;16.941;1.369;31.593;2.751;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;28/02/2025;16.241;1.403;18.835;1.453;35.076;2.856;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;28/03/2025;16.091;1.376;18.692;1.397;34.783;2.773;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;28/04/2025;3.855;444;5.033;481;8.888;925;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;28/05/2025;16.266;1.491;16.555;1.448;32.821;2.939;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;28/06/2025;8.237;233;13.149;396;21.386;629;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;29/01/2025;15.067;1.451;16.956;1.452;32.023;2.903;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;29/03/2025;11.605;327;12.793;329;24.398;656;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;29/04/2025;15.761;1.460;18.221;1.396;33.982;2.856;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;29/05/2025;16.296;1.500;16.585;1.468;32.881;2.968;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;29/06/2025;10.409;168;10.229;137;20.638;305;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;30/01/2025;14.872;1.353;17.264;1.323;32.136;2.676;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;30/03/2025;8.387;155;8.745;166;17.132;321;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;30/04/2025;14.771;1.690;22.113;1.537;36.884;3.227;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;30/05/2025;17.327;1.575;18.359;1.469;35.686;3.044;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;30/06/2025;17.485;1.536;18.494;1.507;35.979;3.043;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;31/01/2025;16.243;1.504;18.770;1.336;35.013;2.840;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;31/03/2025;15.345;1.417;17.689;1.398;33.034;2.815;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
32010;31/05/2025;12.408;365;13.626;391;26.034;756;Desd.;Espiras;1560;"39,555095412;-0,3105873365";0;V-21;"39,5512303253;-0,2957196987";3500;CV-300;"39,5631855081;-0,3302076379"
33015;01/01/2025;3.879;60;2.564;30;6.443;90;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;01/02/2025;7.434;152;6.259;112;13.693;264;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;01/03/2025;7.517;131;5.443;86;12.960;217;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;01/04/2025;15.052;916;11.628;673;26.680;1.589;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;01/05/2025;5.367;136;4.279;97;9.646;233;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;01/06/2025;7.013;195;5.209;116;12.222;311;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;02/01/2025;11.711;607;8.150;435;19.861;1.042;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;02/02/2025;5.764;145;4.689;101;10.453;246;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;02/03/2025;4.891;80;3.591;31;8.482;111;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;02/04/2025;15.327;841;11.537;638;26.864;1.479;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;02/05/2025;11.988;561;8.630;408;20.618;969;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;02/06/2025;15.652;785;11.841;596;27.493;1.381;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;03/01/2025;11.972;607;8.307;411;20.279;1.018;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;03/02/2025;13.741;792;10.988;630;24.729;1.422;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;03/03/2025;13.873;532;10.838;406;24.711;938;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;03/04/2025;15.165;750;11.701;579;26.866;1.329;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;03/05/2025;8.114;241;6.054;161;14.168;402;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;03/06/2025;15.084;737;12.090;590;27.174;1.327;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;04/01/2025;6.998;210;5.146;156;12.144;366;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;04/02/2025;14.663;823;11.344;699;26.007;1.522;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;04/03/2025;11.358;508;8.737;376;20.095;884;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;04/04/2025;15.549;732;11.954;534;27.503;1.266;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;04/05/2025;7.271;183;4.397;95;11.668;278;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;04/06/2025;15.280;734;11.910;546;27.190;1.280;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;05/01/2025;4.912;136;3.541;86;8.453;222;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;05/02/2025;14.477;838;11.525;662;26.002;1.500;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;05/03/2025;10.934;494;8.246;362;19.180;856;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;05/04/2025;8.977;260;6.650;187;15.627;447;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;05/05/2025;15.453;777;11.505;508;26.958;1.285;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;05/06/2025;15.685;743;12.088;589;27.773;1.332;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;06/01/2025;5.030;89;3.346;51;8.376;140;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;06/02/2025;14.889;860;11.582;696;26.471;1.556;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;06/03/2025;12.350;520;9.105;364;21.455;884;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;06/04/2025;6.510;198;4.513;89;11.023;287;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;06/05/2025;15.961;763;11.802;523;27.763;1.286;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;06/06/2025;15.356;752;12.597;574;27.953;1.326;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;07/01/2025;13.871;669;10.337;505;24.208;1.174;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;07/02/2025;14.625;844;11.919;682;26.544;1.526;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;07/03/2025;15.121;635;11.880;478;27.001;1.113;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;07/04/2025;15.107;765;11.328;586;26.435;1.351;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;07/05/2025;15.892;706;11.856;521;27.748;1.227;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;07/06/2025;8.468;233;7.107;187;15.575;420;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;08/01/2025;14.389;796;10.707;521;25.096;1.317;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;08/02/2025;7.671;188;5.831;125;13.502;313;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;08/03/2025;7.635;163;5.578;100;13.213;263;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;08/04/2025;15.279;871;11.483;634;26.762;1.505;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;08/05/2025;15.028;643;11.508;474;26.536;1.117;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;08/06/2025;6.409;158;4.729;118;11.138;276;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;09/01/2025;14.479;744;10.696;474;25.175;1.218;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;09/02/2025;5.837;126;4.221;94;10.058;220;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;09/03/2025;5.550;151;3.940;100;9.490;251;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;09/04/2025;15.307;876;12.526;738;27.833;1.614;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;09/05/2025;15.501;720;12.611;545;28.112;1.265;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;09/06/2025;15.103;745;11.624;517;26.727;1.262;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;10/01/2025;14.155;729;11.242;530;25.397;1.259;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
33015;10/02/2025;14.390;846;11.100;683;25.490;1.529;Desd.;Espiras;1700;"39,3922914491;-0,4160681562";1000;CV-4006;"39,3906896479;-0,4089761799";3600;CV-400;"39,4060592841;-0,4278583673"
